"table_size","fifo","lru","second.chance"
10,0.306953120953771,0.310150050868802,0.312723687872544
11,0.312816877151978,0.3167607549837,0.320485817218906
12,0.318221138518516,0.322805513436192,0.327649743075364
13,0.323659629024231,0.328739161593974,0.334573527327129
14,0.329152240996079,0.334847539650694,0.341477060831632
15,0.334700228905128,0.341140683374907,0.348495468044052
16,0.340319004824517,0.347627374064097,0.355392908403361
17,0.345951221505362,0.354149727573686,0.362272965377853
18,0.351585767918193,0.36081867498823,0.369175423621439
19,0.35711673086273,0.367440131712294,0.375918564039225
20,0.362622783596035,0.374038291116499,0.382526221581526
21,0.36811718766941,0.380567454611893,0.388992840733608
22,0.373464818627677,0.386974217572953,0.395182938619985
23,0.378792915679293,0.393264493934722,0.401301531655413
24,0.384087321222192,0.399344556787307,0.40722836982739
25,0.389393196214867,0.405305982518766,0.413034241146257
26,0.394712153548693,0.411085509945178,0.418619683977232
27,0.400018028541367,0.416845324254786,0.424077708389598
28,0.405127130786315,0.422411053968958,0.429454371392612
29,0.410197882058573,0.427995063118712,0.43482547888089
30,0.415061645604396,0.433451833060008,0.439995691787928
31,0.419769137897015,0.438772403285209,0.445021461311843
32,0.424210682322944,0.443896738393141,0.450072141046992
33,0.428707423475921,0.448935590258208,0.454953646397939
34,0.433044129962486,0.453843977132068,0.459632823486422
35,0.437156106917494,0.458519570017496,0.464343183141486
36,0.44122632790691,0.463138532494654,0.468812863561397
37,0.445100851409515,0.467589395848525,0.473149390837809
38,0.44890781268453,0.471939363886394,0.477262263843581
39,0.452536818277859,0.47617141164375,0.481271732591212
40,0.456132132362468,0.480247546568206,0.485173316826884
41,0.459567949411124,0.484176549957249,0.489007338834966
42,0.46294785289212,0.487921683729564,0.492585627955063
43,0.466223276854059,0.491545313018309,0.496078792252602
44,0.469356945585167,0.495094032463202,0.499509770627133
45,0.47241749657395,0.498439348384716,0.502720858144232
46,0.475340772585721,0.501697747382143,0.505819760105705
47,0.478179819825697,0.504878548383426,0.50894410990887
48,0.48089521206027,0.50788909973959,0.511883335624236
49,0.483511680290521,0.510813988642736,0.51470732921138
50,0.486111302766413,0.513629021722242,0.517428814591147
51,0.488611284397373,0.516308392716111,0.520085246685463
52,0.491123631528872,0.518887406024436,0.522584332265659
53,0.493539205177883,0.521404054199602,0.525019619031473
54,0.495957646189338,0.523857978821303,0.527385909888476
55,0.498277163196471,0.52624469963572,0.529689297981861
56,0.500440050530095,0.528609377601347,0.531935518036516
57,0.502635195691215,0.530849146090504,0.534114534283888
58,0.504765108356731,0.533008628431225,0.536214698064047
59,0.506829071686032,0.535114706146424,0.538295148727402
60,0.508827981729883,0.537205371788487,0.540383843057784
61,0.510829579926026,0.53926879748733,0.542402645428591
62,0.512850891238971,0.541293334583025,0.544380946304875
63,0.51478403115676,0.543198159296679,0.546258889495615
64,0.516736167350742,0.545104417691555,0.54812805138887
65,0.518637587071493,0.546994367962529,0.550002410376555
66,0.520510512377956,0.548804032085069,0.551749888576088
67,0.522320176500495,0.550542370566811,0.553517796733035
68,0.52413862192052,0.552264580134806,0.555182121421688
69,0.525954558398406,0.553980158927148,0.556892323909448
70,0.527668882719679,0.555632834955872,0.558572598301697
71,0.529376755475453,0.557326908529884,0.5601491100155
72,0.53105434171541,0.558964530905776,0.56180537024728
73,0.532770995768669,0.560616131673584,0.563403745599719
74,0.534452524631987,0.562195152329526,0.564933125043346
75,0.536044269208775,0.563751054875762,0.566509995177455
76,0.537604114378371,0.565297459283901,0.56807629191255
77,0.539193887643478,0.566803899827976,0.569581657195709
78,0.540745309935895,0.568282204378068,0.570970715089728
79,0.542285621198841,0.569792766755656,0.572506725309008
80,0.543775753619015,0.571287200219497,0.573957610705728
81,0.545252266067579,0.572746687703549,0.575343442816997
82,0.546742577697906,0.57418915022309,0.576709382601311
83,0.548220703037845,0.575605448060328,0.578067078718597
84,0.549692197602132,0.577002570411221,0.579427283778022
85,0.551128566976479,0.578372452818895,0.580800391968446
86,0.552573538438158,0.579754700727109,0.582137299708013
87,0.553941628744305,0.581105945278897,0.583505390014159
88,0.555298608020981,0.582463641396183,0.584763982916971
89,0.556625121571687,0.583805567020027,0.585955013592194
90,0.557971348239197,0.585104123786904,0.587260559555028
91,0.559315603595027,0.58642669471425,0.588510371160355
92,0.560645163718331,0.587700162059741,0.589775953259125
93,0.561924544998863,0.588969865992024,0.590974689970916
94,0.563226327548489,0.590232580728349,0.592136509391239
95,0.56451538617727,0.591510528327659,0.593351912647237
96,0.565815197415216,0.592755859679167,0.594614985803868
97,0.567064292179932,0.593988108689524,0.595828238538032
98,0.568344031880769,0.595181648306885,0.597049197308765
99,0.569560868817989,0.596377517656232,0.598173920227468
100,0.570789354415138,0.597563888867483,0.599302764979684
101,0.571984327713721,0.598720511193377,0.600446842594884
102,0.573203315172774,0.599852940148648,0.601518340098218
103,0.574427141305951,0.600988594886668,0.60264109170524
104,0.575599534125287,0.602113497015524,0.603752553072639
105,0.576757769342555,0.603244850709878,0.604798065103823
106,0.577911524306004,0.604348247620403,0.605882824158461
107,0.579086426067479,0.605447164277108,0.606943389842476
108,0.580203622159766,0.606570274304436,0.60796811349594
109,0.581300029874332,0.607647148112353,0.608988177685433
110,0.582379233414235,0.608704488013619,0.610020069745007
111,0.583492845303466,0.609767921060078,0.61107723043612
112,0.584652334991804,0.610824544120733,0.612117007742416
113,0.585754835851565,0.611871310622986,0.613110369619148
114,0.586838519645286,0.612913596871421,0.614109645430921
115,0.58790159427144,0.613944951300537,0.615054978986714
116,0.589037965850072,0.614980427563167,0.616049774544667
117,0.590131506202195,0.615994577817618,0.617045286943232
118,0.591177018233379,0.617020018311693,0.618027896210798
119,0.592238838388463,0.618046892486991,0.618997243927061
120,0.593347253183265,0.619047064349527,0.619924477257425
121,0.594415166483544,0.620045264900383,0.620873932646731
122,0.59544974669541,0.621017659189243,0.621823925666496
123,0.596486119008803,0.621987902956269,0.622746499532889
124,0.597519086329294,0.62293897123695,0.623657603949505
125,0.598515853198928,0.623890577148089,0.624596306729646
126,0.599498462466494,0.624868347741531,0.625526049002149
127,0.600526770323014,0.625809201043505,0.626430522643113
128,0.601536081903341,0.626733387801272,0.627344494422174
129,0.602526397207476,0.627703810778451,0.628280867470329
130,0.603549866389871,0.628636958043857,0.629197348191528
131,0.604540002483853,0.62957386872247,0.630078524512633
132,0.605528346476307,0.630518485437652,0.630991421030777
133,0.606501995236236,0.631447331659391,0.631873851822953
134,0.607451629835695,0.632351805300355,0.632787823602013
135,0.608394454449349,0.633290687290649,0.633651795748454
136,0.609389787637761,0.634214874048416,0.634523294721311
137,0.610333329092026,0.635130279508699,0.63539103028096
138,0.611257336639641,0.636026509482636,0.636242278506556
139,0.612188333383214,0.636903743180382,0.637125784559648
140,0.613132054047632,0.637818431800053,0.637990831967005
141,0.61406215474044,0.638689393142452,0.638834374156032
142,0.614988492020041,0.639560712905156,0.63963508511855
143,0.615908019313837,0.640426297942972,0.640528985360502
144,0.616860879696045,0.641302277169648,0.641383459368847
145,0.617752270995858,0.642153166974938,0.64222933128986
146,0.618677712224695,0.64300746177313,0.643066242703235
147,0.619618386316516,0.643840430563145,0.64389473123943
148,0.620530745204202,0.644680746969422,0.644759061806177
149,0.621404394698892,0.645505651302562,0.645551170681362
150,0.622331807239409,0.646350627172811,0.646369444238851
151,0.623248646380914,0.647188613847103,0.647177861237937
152,0.624148460557906,0.648024629209714,0.647996672425884
153,0.6250645828588,0.648847383021021,0.648786630779236
154,0.625966547557625,0.649662251585607,0.649593076466642
155,0.626864032002632,0.650460812026292,0.650411350024131
156,0.627801301101551,0.651248440647658,0.651221021494287
157,0.628732835475582,0.652055961595981,0.652005961963362
158,0.629638384377462,0.65287620646515,0.652814378962449
159,0.630554685888509,0.653667777709877,0.653623154381841
160,0.631408980686701,0.654464187628729,0.654446983454064
161,0.632296787783459,0.655238554698792,0.655207372132212
162,0.633226171635656,0.65602761700138,0.656041953813601
163,0.634082437745529,0.656802521701901,0.656823130869469
164,0.63494766436304,0.65758638691006,0.657638178644207
165,0.635840668554227,0.658389248394411,0.658430466729546
166,0.636718619092584,0.659158239159891,0.659236374786494
167,0.637620046160951,0.659921136780178,0.660020239994652
168,0.638451402059591,0.660703389096962,0.660781703933717
169,0.639292793726784,0.66148008589901,0.661553741271794
170,0.64012002779191,0.6622399369467,0.662335276747967
171,0.640951562900703,0.663003372197444,0.663085092027102
172,0.641805140858284,0.663749424063372,0.663879709844426
173,0.642618754951801,0.664481497537384,0.664650134291128
174,0.643473945800757,0.665226294932242,0.665396365367208
175,0.644297058032369,0.665968404174808,0.666172524538798
176,0.645099381886262,0.66669528055439,0.666901372230061
177,0.645959949039801,0.667411404324807,0.667618033630936
178,0.646802595178064,0.668142940168361,0.668369282591293
179,0.647612445858373,0.668893293077954,0.669136660465398
180,0.648397565537601,0.669637732052506,0.669892389679574
181,0.649200427021952,0.67039847915096,0.670623925523128
182,0.650036621594716,0.671129835784361,0.671358149518973
183,0.650856328833426,0.671850260598444,0.672126244233689
184,0.651678365804122,0.67257158146329,0.672831794605093
185,0.652451299192963,0.673310464923107,0.673534656824206
186,0.653280862990075,0.674071928862171,0.674274257124634
187,0.654067416350525,0.674837156214444,0.675010990062618
188,0.654906478285733,0.675591451747398,0.675752740884879
189,0.655790163548977,0.676316536025452,0.676488756982252
190,0.65660807868616,0.677038752941063,0.677226744391305
191,0.657420438308607,0.677772080886144,0.677960789176997
192,0.658231901880291,0.678486412555033,0.678690353708871
193,0.659089780881538,0.679196084759951,0.679380492007138
194,0.659878305553669,0.679913104581131,0.680114357582677
195,0.660648730000371,0.680625106518035,0.680850015259745
196,0.661521304234145,0.681337108454938,0.681576712429174
197,0.662348179878965,0.682054845116729,0.682307710642269
198,0.663138496652623,0.682750897350037,0.683009318390313
199,0.663952827586751,0.683474189526564,0.683760208930364
200,0.66477898639096,0.684209309573173,0.684509486579041
201,0.665683460031924,0.684925970974048,0.685248011618553
202,0.66654187666363,0.685651413672408,0.685949619366596
203,0.667367497837381,0.686391730813447,0.686679542318775
204,0.668201541888312,0.687112514047836,0.687418425778592
205,0.669045442497645,0.687846200413223,0.688169495528796
206,0.669877515236895,0.688591177018233,0.688909633459682
207,0.67071765243302,0.689326655485148,0.689622173027044
208,0.671599724804889,0.690064822104354,0.690337759167003
209,0.672467997994997,0.690818938427155,0.691045997690698
210,0.673318708590134,0.691526460110239,0.691758716468212
211,0.67411476008868,0.692274662498,0.692496524667113
212,0.674973714350844,0.693009782544609,0.693230031822347
213,0.675760984551906,0.693759060193285,0.693881998358077
214,0.676601300958183,0.694487728674395,0.69454328382175
215,0.677396456405965,0.695208511908783,0.695256898650028
216,0.678202902093372,0.695908685975605,0.69596495796357
217,0.678953971843576,0.696632694992743,0.696673375697419
218,0.679702353441489,0.697352582176368,0.697364410046449
219,0.680473494728802,0.698070498048312,0.698045767047231
220,0.681338721346313,0.698812428080726,0.698715116967779
221,0.682132443112873,0.699519053713046,0.699417979186891
222,0.68285376397772,0.700225320925061,0.700090734100341
223,0.683632969721907,0.700939473383798,0.700759904810735
224,0.684448017496646,0.7016871381411,0.701464021500917
225,0.685203209080363,0.702405233223197,0.702159894524072
226,0.686008758717006,0.70312440356621,0.702833545488286
227,0.68673904008949,0.703847516532585,0.703556479244507
228,0.687508568485429,0.704553604534447,0.704221886541694
229,0.688248527206162,0.70525646675356,0.704906469325225
230,0.688970744121773,0.705972052893518,0.705602700768686
231,0.689750845916724,0.706700362954322,0.706266495174498
232,0.690496360152192,0.70742956906589,0.70697061186468
233,0.691172340848392,0.708141391792641,0.707646950981185
234,0.691907281684848,0.708858770034127,0.708344974526173
235,0.692671254566051,0.709560736202476,0.709031707831537
236,0.693449205839169,0.710289404683586,0.709681523845434
237,0.694166225660349,0.711005707664155,0.710377396868589
238,0.694895073351612,0.711716455129989,0.711037965491651
239,0.695675712777021,0.712414837095283,0.711702655948227
240,0.696440581708987,0.713122896408826,0.712385984260689
241,0.69715186680528,0.713829522041146,0.713032932912142
242,0.697875696612265,0.714519301919108,0.713723608840867
243,0.698529813669828,0.715218400725013,0.714405145051802
244,0.699211529090915,0.715912123226335,0.715061054210892
245,0.69994700755783,0.71661839043835,0.71573631806648
246,0.700633203232736,0.717306378214784,0.716407997719013
247,0.701369219330109,0.71802053067352,0.717089175509642
248,0.702118496978786,0.718698303471247,0.717737020211859
249,0.702845373358368,0.719395251755319,0.718421065364932
250,0.703559167396799,0.720090587148016,0.719109590771824
251,0.704311133197767,0.720774632301089,0.71976263256847
252,0.70506668320179,0.721477673730354,0.720368542094942
253,0.705761122543723,0.722172471492593,0.721015669956547
254,0.706503052576137,0.722857233486277,0.721696489326871
255,0.70724623707962,0.723543608371336,0.722352398485961
256,0.708049098563971,0.724202922523329,0.723013325529329
257,0.708787802813635,0.724878903219528,0.723630525295423
258,0.709534213099868,0.725551299712672,0.72432191806476
259,0.710237971369744,0.726239108278954,0.725000228492945
260,0.710956783292452,0.726913476083778,0.725651657398216
261,0.711600864581461,0.727592861772879,0.726302548673029
262,0.712378636644426,0.72826830483862,0.726983726463659
263,0.713170924729765,0.728938013179473,0.727623506709001
264,0.713843321222909,0.729588904454286,0.728281387179772
265,0.71456302919638,0.730252698860098,0.728948765788638
266,0.715204243122945,0.730898930670939,0.729583707359856
267,0.71588972195724,0.731565771649348,0.730237645207266
268,0.716575021581383,0.73226146546235,0.730876170981539
269,0.717308170316311,0.732928127230606,0.731540682227962
270,0.71795942001143,0.733609484231388,0.732220247127216
271,0.718653142512752,0.734275966789491,0.732861102633475
272,0.71938557440707,0.734946929601413,0.733533499126619
273,0.720063347204796,0.735647103668235,0.734181881459294
274,0.720713163218693,0.736305163349158,0.734858041365646
275,0.721431975141401,0.736966628022984,0.735535455743067
276,0.722115482664016,0.737618594558714,0.736220217736751
277,0.722773363134787,0.738281313703609,0.736903008418755
278,0.723510992123535,0.738927545514451,0.737590637774884
279,0.724200951211649,0.739593311231943,0.738269844253833
280,0.724931232584133,0.740248324340269,0.738975753045542
281,0.725574238612225,0.740904054289207,0.739635246407688
282,0.726239287489106,0.741563726861505,0.740301728965791
283,0.726907920569042,0.742230567839914,0.74096014706702
284,0.72759483308456,0.742901889072141,0.741609067030153
285,0.728358268335304,0.74355833586169,0.742279492211616
286,0.729087832867178,0.74421549949185,0.742916405094515
287,0.729828687638675,0.744842018185888,0.74357589845666
288,0.730501980182583,0.745493626301312,0.744226610521321
289,0.731197494785433,0.746137528380168,0.744913523036838
290,0.731915948287835,0.746774978893524,0.745556349854777
291,0.73263063837703,0.747411891776422,0.746164768323387
292,0.733356618705848,0.748037335209544,0.74681888538095
293,0.733952134043459,0.748663853903582,0.747484471888289
294,0.734667720183418,0.749308472823049,0.748192889622137
295,0.735468072725631,0.749928360741435,0.748856146397491
296,0.736214841432169,0.750569395457847,0.74949055033825
297,0.736964835921456,0.751201290456468,0.750126208750079
298,0.737642787929336,0.751851106470365,0.750776383184281
299,0.738315901263091,0.75248586883143,0.75137046484067
300,0.73899707905372,0.753122781714328,0.752036768188621
301,0.739743668550106,0.753759156966768,0.752698412072599
302,0.740429147384401,0.754385496450653,0.753353425180926
303,0.741130755132444,0.755007534890873,0.754002524354212
304,0.741836663924154,0.755628677280328,0.754623666743667
305,0.742554938216404,0.756290321164307,0.755259504365649
306,0.743358874961671,0.756929563779191,0.755924194822224
307,0.744070339268116,0.75757561637988,0.756579566350857
308,0.744790943292352,0.758241023677066,0.757236550770863
309,0.745478393438328,0.758887076277755,0.757939054569671
310,0.746213155064631,0.759528648624625,0.75857991007593
311,0.746907235986259,0.760154629688205,0.759218077429897
312,0.74762622711912,0.760795126774158,0.759859649776767
313,0.748343605360606,0.761435444649959,0.760530791798842
314,0.749037865492386,0.762097805374548,0.761178636501058
315,0.74980972362031,0.762748159018903,0.761828452514955
316,0.750518320564311,0.763398512663258,0.762523250277193
317,0.75117279604218,0.764056034713723,0.763205861749044
318,0.751828346780965,0.764720904380452,0.763863563009663
319,0.752473144910584,0.765385953257333,0.764509436400199
320,0.75310862411226,0.766032722698633,0.765179323951204
321,0.753731020972785,0.766685585285126,0.765849569922515
322,0.754370801218127,0.767324290269552,0.766533794285741
323,0.755140867244524,0.767943461347327,0.767160492189932
324,0.755829930281874,0.768577506867781,0.767837548147048
325,0.756514692275559,0.769203129511056,0.768495249407666
326,0.757195511645882,0.769818178755317,0.769175351937378
327,0.757859843682152,0.770442905347828,0.769832873987844
328,0.758535286747893,0.771049890135216,0.770449177703175
329,0.759162880702848,0.771655799661687,0.771119602884638
330,0.759782410200929,0.772272282587171,0.771733397657831
331,0.760391545510149,0.772884464468989,0.77235346478637
332,0.761077561974903,0.773509370271652,0.772988227147435
333,0.761776481570655,0.774125136356525,0.773614208211015
334,0.762403717105304,0.774719755643372,0.774247178470552
335,0.763159625529633,0.775325306749538,0.774896277643838
336,0.763865175901037,0.775923151819135,0.775539462882083
337,0.764482017246827,0.776529061345607,0.776165802365968
338,0.765273050861096,0.777128877726884,0.776789453697562
339,0.766141861681661,0.777744285391451,0.777436939979473
340,0.766866408329258,0.778339442308757,0.778107365160937
341,0.767429665839373,0.778959688647449,0.778755926703764
342,0.768152420385442,0.779566852644989,0.779371692788637
343,0.769283953289949,0.780190503976584,0.779988713344579
344,0.769898464903752,0.780780822219765,0.780626880698547
345,0.770689498518022,0.781382251492417,0.781277234342902
346,0.771505083923218,0.781989594700111,0.781915580907022
347,0.772326404053304,0.782596758697651,0.782577404001153
348,0.772957582211313,0.783198367180456,0.783192811665721
349,0.773922270463604,0.78379728751097,0.783806248018608
350,0.774775848421185,0.784398716783622,0.784428644879133
351,0.77551652398253,0.785019321542619,0.785053192261491
352,0.776236411166154,0.785622184496494,0.78562648554016
353,0.776906657137465,0.786226839551896,0.786211427478759
354,0.777641597973922,0.786837050122033,0.786832569868214
355,0.779243378319263,0.787459805402864,0.787387942131608
356,0.780013623555813,0.788065894139487,0.788005321107856
357,0.78071612735462,0.788709079377732,0.788603703807911
358,0.781678485874925,0.789334343600701,0.789148861092598
359,0.782923279595974,0.789967134650086,0.789761042974415
360,0.783870405253295,0.790590248351222,0.790347777014542
361,0.784846562955362,0.791209061008691,0.790946518134903
362,0.785381146841036,0.791825902354481,0.791581638916273
363,0.786976117200573,0.792427331627133,0.792197942631604
364,0.787971629599137,0.793058151364838,0.792802776897159
365,0.788593309619051,0.793678039283224,0.793373023603232
366,0.789790971069926,0.794299540092985,0.793999183876964
367,0.790456378367112,0.794904911988998,0.794615308382143
368,0.790990962252786,0.795521753334787,0.795166558812023
369,0.791861385964727,0.796125333129273,0.795789134882701
370,0.792555108466049,0.79673876948216,0.79639163941627
371,0.793986101535813,0.797338406653284,0.796972280311202
372,0.794664053543693,0.797954710368616,0.797571021431563
373,0.7953665573425,0.798584634055556,0.798139117615802
374,0.796264400207812,0.799207747756692,0.798713127735083
375,0.796997728152893,0.799822797000954,0.799355058502258
376,0.797868868705445,0.800446806752854,0.799950036209411
377,0.798602017440374,0.801080135432697,0.80055576652573
378,0.799248070041062,0.801698948090166,0.801154866066396
379,0.79988301161228,0.802319911269469,0.801795183942197
380,0.800569744917645,0.802924387114718,0.802405036092029
381,0.801262392158051,0.803532805583328,0.803014888241861
382,0.802673672111011,0.804160937168741,0.803608611477944
383,0.803346068604155,0.80479659558057,0.80423692227351
384,0.804031368228298,0.8054258024269,0.80484856652487
385,0.804598209941468,0.806044256664064,0.805464691030048
386,0.805154478255626,0.806642460153967,0.806067016353464
387,0.805879741743833,0.807234749708828,0.806654288024049
388,0.806726868135915,0.807851770264771,0.807262348072353
389,0.807250699412424,0.808451586646048,0.807842809757133
390,0.807868436808977,0.809050148556256,0.808442805348563
391,0.808458396631853,0.809658387814713,0.80904584751259
392,0.808911260687869,0.810259279456907,0.809676308829989
393,0.809591184007429,0.810890816035223,0.810312504872276
394,0.810146197850518,0.811486869003292,0.810929525428218
395,0.810760171833863,0.812108907443512,0.811613032950833
396,0.811954607501988,0.812720372484718,0.812237401123038
397,0.812505141091257,0.813350116961506,0.812899045007017
398,0.816138626938404,0.813955488857519,0.813590975406812
399,0.816717296521656,0.814568208369795,0.814257278754762
400,0.817779833517352,0.815174117896266,0.814957632031736
401,0.818387535145351,0.815784686886709,0.815625548271061
402,0.819052942442538,0.816396331138069,0.81625600958846
403,0.819522831463066,0.816994713838124,0.816930018972979
404,0.821317441932774,0.81761585622758,0.817521770897382
405,0.821932670387189,0.818229830210925,0.818303127163403
406,0.825662392086366,0.81886136678924,0.819032691695276
407,0.827071163097189,0.819480358656863,0.819904728298591
408,0.827713631494822,0.820131429141829,0.820491462338718
409,0.828383877466133,0.820746119965785,0.821128196011463
410,0.828981901745883,0.821390201254794,0.822232130552446
411,0.829854475979657,0.822028547818914,0.822912053872006
412,0.830474005477738,0.82266922411502,0.823457927997303
413,0.831127943325148,0.823296818069975,0.824277456025861
414,0.831613782049272,0.82392960911936,0.825086769075711
415,0.832486356283045,0.824544658363621,0.8260871201484
416,0.833042803807356,0.825156840245439,0.826761129532919
417,0.833741185772649,0.825779953946575,0.827557181031466
418,0.834325052450332,0.826376006914645,0.828272946381577
419,0.835980775051653,0.826997507724406,0.829203047074385
420,0.837424671252415,0.827591768590948,0.829718455473714
421,0.838121619536487,0.828206638625057,0.83078816087552
422,0.838967670667653,0.828825272072374,0.831528657226712
423,0.839750639825048,0.829431719229303,0.832354816030922
424,0.840405652933375,0.830030281139511,0.833251942055623
425,0.841002422742055,0.830637265926899,0.834496377356367
426,0.841639156414801,0.831220774184276,0.835261963128945
427,0.842977139415284,0.83181646873204,0.83621589877207
428,0.843661722198815,0.832395496735597,0.837234887700646
429,0.84429648455988,0.832983843667099,0.838667493661785
430,0.844965296849969,0.833573086649363,0.839348671452414
431,0.845727656839797,0.834168601986975,0.840021426365864
432,0.846353996323683,0.834761966802753,0.841985748850232
433,0.847317967735362,0.835344399799213,0.844021755395704
434,0.847717247955705,0.835944933021102,0.844449709240488
435,0.849524403136106,0.836532742322144,0.845648804372584
436,0.850454683039067,0.837143132102434,0.84703176912141
437,0.850154326823047,0.837732016664394,0.8483799671006
438,0.85083514619337,0.838332370676129,0.849924220986907
439,0.851928328125188,0.838932545477712,0.850847332483758
440,0.853077602834818,0.839523759771658,0.852092484625113
441,0.853780823474236,0.840092931216814,0.853218103594579
442,0.854821496831296,0.840695077330077,0.854299099236009
443,0.855766651176936,0.841307259211895,0.855472388106109
444,0.856454997373675,0.841888258527133,0.856196934753705
445,0.857006247803556,0.842491121481007,0.85694477872116
446,0.85783204818746,0.843106349935422,0.857723446834889
447,0.858674694325723,0.843717098136017,0.858676128006945
448,0.859437591946009,0.844325158184322,0.859267879931348
449,0.860153894926578,0.844938415327056,0.860186869594686
450,0.860573605104335,0.845573894528732,0.860963207976429
451,0.861742951351074,0.846213495563921,0.861843309036618
452,0.862564629901465,0.846846645033612,0.862699037516033
453,0.863172331529464,0.847489471851551,0.863336488029389
454,0.864124833491367,0.848153445467515,0.864204582009344
455,0.864709775429966,0.84881419330073,0.864922677091441
456,0.865754749830691,0.849486769004027,0.865381634292651
457,0.866566213402375,0.850231566398885,0.866320695493098
458,0.867437533165079,0.85097618458359,0.867018181407628
459,0.867558320808037,0.851735856421127,0.867629108818376
460,0.869137879094437,0.852518287948064,0.868340752334974
461,0.869819594515524,0.853311830504471,0.869215297880428
462,0.87050507334982,0.854125444597988,0.869869235727838
463,0.871142882283481,0.854980277026638,0.870647187000956
464,0.871823701653805,0.855883675406686,0.871369224706413
465,0.872963119805034,0.856842628934088,0.872073341396595
466,0.873873865801345,0.857789754591409,0.872950395884188
467,0.874539631518837,0.858836879513968,0.873754870259914
468,0.875385324229697,0.859955688497629,0.874410062578393
469,0.87628262946455,0.861107292939245,0.875339625640744
470,0.876734955890109,0.862324846717076,0.876245174542624
471,0.877299109450988,0.863501540580078,0.877060401527516
472,0.878237453810823,0.864843466203922,0.87785824512759
473,0.878957520204601,0.866199191009528,0.878634762719485
474,0.88022310230337,0.867575704192854,0.879468806770416
475,0.88099209306885,0.86899701991437,0.880508763286865
476,0.883305337720637,0.870422995099857,0.881444957124867
477,0.884192965607242,0.871857393162523,0.882295130089546
478,0.884283466734384,0.873357561351252,0.883166629062403
479,0.884877548390773,0.874846080880051,0.884067518500312
480,0.886131840249919,0.876455567261961,0.884776832284924
481,0.888357271926855,0.877946237312593,0.885659800707558
482,0.889221602493602,0.879595687558568,0.886370906593697
483,0.889975181185945,0.881083311036604,0.8873981391893
484,0.890679297876127,0.88250534359873,0.888208527500067
485,0.89153753529768,0.883896910434887,0.889174470223427
486,0.891688967876759,0.885290986213184,0.890128585076705
487,0.892740214632832,0.886627893952751,0.890934672343805
488,0.892982506759359,0.887958887757276,0.891790580033373
489,0.894412424568207,0.889283429996303,0.892440037626964
490,0.894921560612189,0.89050725612948,0.893428202409265
491,0.89542281140945,0.891793805816122,0.894341457347715
492,0.896166175123086,0.893053473979851,0.895208117646447
493,0.89680738904965,0.894310274781135,0.896120655744286
494,0.89794752404149,0.89543840269274,0.896835883463939
495,0.898492143695718,0.89646348476651,0.897770285200413
496,0.899035867299183,0.897461685317366,0.898729059517663
497,0.899939803309689,0.898403076249798,0.899657009688638
498,0.900773130520009,0.899370811074686,0.900362560060043
499,0.901731008786495,0.900349119298586,0.901131909245828
500,0.902121507709352,0.901282266563991,0.901989609036923
